"","Taxa","Identifier","Publication.Date.Authorship","Origin","Study.site","LatitudeSS","LongitudeSS","Year.of.treatment","In.situ.or.Ex.situ","Treatment.group.size","Life.Stage","Intervention.category.1","Treatment.used.1","Specific.treatment.used.1","Intervention.category.2","Treatment.used.2","Specific.treatment.used.2","Duration.of.intervention","Long.term.monitoring","Habitat.or.Individual","Scalability","Efficacy.Matrix","Efficacy.of.intervention","Trend.in.efficacy.score","Adverse.Effects","Usability","Therapeutic.or.Prophylactic","Dosage","Comments.Extras","Year.of.publication","Intervention.category.1.itra","PhyloName","Genus","Family","Order","SVLMx","Microhabitat","ClutchMn","Activity","Latitude","Climate","Habitat","TaxaGroup"
"187","Lithobates pipiens",287,"2015 - Buck et al","Pennsylvania, USA","University of Pittsburgh, Pennsylvania, USA","","",2012,"Ex situ",600,"Metamorph","Chemical","Insecticide","Insecticide mix",NA,NA,NA,5,"N","I","Y","Infection matrix",0,NA,0,0,"Prophylactic","4 ppb","",2015,"Other chemical","Rana pipiens","Lithobates","Ranidae","Anura",111,"Semi-aquatic",4300,"Nocturnal",45.5467260338,"Temperate","Aquatic","Ranidae"
"188","Lithobates pipiens",283,"2015 - Buck et al","Pennsylvania, USA","University of Pittsburgh, Pennsylvania, USA","","",2012,"Ex situ",600,"Larvae","Chemical","Insecticide","Insecticide mix",NA,NA,NA,70,"N","H","N","Infection matrix",0,NA,0,0,"Prophylactic","8 ppb ","",2015,"Other chemical","Rana pipiens","Lithobates","Ranidae","Anura",111,"Semi-aquatic",4300,"Nocturnal",45.5467260338,"Temperate","Aquatic","Ranidae"
"189","Lithobates pipiens",73,"2012 - Woodhams et al ","Commercial supplier",NA,"","",2007,"Ex situ",4,"Adult","Chemical","Antifungal","Itraconazole",NA,NA,NA,5,"N","I","Y","Prevelance matrix",4,NA,0,1,"Therapeutic","100 mg l−1","The experimental setup had 12 individuals treated, but only 4 had Bd infections prior to treatment. The subjects lost their infection prevelance matrix was used. ",2012,"Itraconazole","Rana pipiens","Lithobates","Ranidae","Anura",111,"Semi-aquatic",4300,"Nocturnal",45.5467260338,"Temperate","Aquatic","Ranidae"
"190","Lithobates pipiens",74,"2012 - Woodhams et al ","Commercial supplier",NA,"","",2007,"Ex situ",4,"Adult","Climate","Temperature","Increased temperature",NA,NA,NA,1,"N","I","N","Prevelance matrix",4,NA,0,1,"Therapeutic","30 C overnight, 35 C for 24 hours","The experimental setup had 12 individuals treated, but only 4 had Bd infections prior to treatment. The subjects lost their infection prevelance matrix was used. ",2012,"Climate","Rana pipiens","Lithobates","Ranidae","Anura",111,"Semi-aquatic",4300,"Nocturnal",45.5467260338,"Temperate","Aquatic","Ranidae"
"191","Lithobates pipiens",286,"2015 - Buck et al","Pennsylvania, USA","University of Pittsburgh, Pennsylvania, USA","","",2012,"Ex situ",600,"Metamorph","Chemical","Insecticide","Insecticide mix",NA,NA,NA,5,"N","I","Y","Infection matrix",0,NA,0,0,"Prophylactic","20 ppb","",2015,"Other chemical","Rana pipiens","Lithobates","Ranidae","Anura",111,"Semi-aquatic",4300,"Nocturnal",45.5467260338,"Temperate","Aquatic","Ranidae"
"192","Lithobates pipiens",282,"2015 - Buck et al","Pennsylvania, USA","University of Pittsburgh, Pennsylvania, USA","","",2012,"Ex situ",600,"Larvae","Chemical","Insecticide","Insecticide mix",NA,NA,NA,14,"N","H","N","Infection matrix",NA,NA,3,0,"Prophylactic","40 ppb","",2015,"Other chemical","Rana pipiens","Lithobates","Ranidae","Anura",111,"Semi-aquatic",4300,"Nocturnal",45.5467260338,"Temperate","Aquatic","Ranidae"
"193","Lithobates pipiens",15,"2021 - Waddle et al ","Arizona, USA","University of Nevada, Nevada, USA","","",NA,"Ex situ",12,"Adult","Bioaugmentation","Live pathogen exposure","Live pathogen exposure","Chemical","Antifungal","Itraconazole",13,"N","I","Y","Infection matrix",3,NA,0,1,"Prophylactic",NA,"The study examined the effects of infecting, clearing and re-infecting subjects. The same Bd isolate was used to infect and re-infect. Infection intensity, survivability and number of subjects cleared were reported. The infection  matrix was used, a between weeks 5 and 7, the maximum difference between the infection intensity was approximately 1.2 units, and lasted approximately two week. infection intensity was only observed a total of 8 weeks. The survivabilty observed for 20 weeks maintained at 100% survival. Because of the complete survivabilityl, and for maintaining it, this study received a 4 for effectivness for 140 days. ",2021,"Bioaugmentation","Rana pipiens","Lithobates","Ranidae","Anura",111,"Semi-aquatic",4300,"Nocturnal",45.5467260338,"Temperate","Aquatic","Ranidae"
"194","Lithobates pipiens",109,"2014 - Holden et al","USA","Vanderbilt Univeristy, Tennesse, USA","","",NA,"Ex situ",4,"Adult","Chemical","Antifungal","Itraconazole",NA,NA,NA,10,"N","H","Y","Prevelance matrix",4,NA,3,2,"Therapeutic","0.00015%","This was a pilot study to see the effects of continuous exposure rather than the more usual baths. Thus, this was considered in habitat application and unitl all test subjects died (day 10), because that infomration was not expolicit. All treated individuals died within 4-10 days of treatment beginning though they tested negative for Bd. ",2014,"Itraconazole","Rana pipiens","Lithobates","Ranidae","Anura",111,"Semi-aquatic",4300,"Nocturnal",45.5467260338,"Temperate","Aquatic","Ranidae"
"195","Lithobates pipiens",281,"2015 - Buck et al","Pennsylvania, USA","University of Pittsburgh, Pennsylvania, USA","","",2012,"Ex situ",600,"Larvae","Chemical","Herbicide","Herbicide mix",NA,NA,NA,70,"N","H","N","Infection matrix",0,NA,0,0,"Prophylactic","8 ppb ","",2015,"Other chemical","Rana pipiens","Lithobates","Ranidae","Anura",111,"Semi-aquatic",4300,"Nocturnal",45.5467260338,"Temperate","Aquatic","Ranidae"
"196","Lithobates pipiens",258,"2017 - Jones et al","Pennsylvania, USA","Oregon State University, Oregon, USA","","",2013,"Ex situ",NA,"Juvenile","Chemical","Other","Ethanol",NA,NA,NA,14,"N","H","Y","Infection matrix",0,NA,0,1,"Therapeutic","26.5 μL","This was an ethanol vessel control, but since it was an application of Chemical, it was considered.  ince no treatment group size was provided and the results were deduced from a figure, this received a 1 for utility. Infection matrix was used. ",2017,"Other chemical","Rana pipiens","Lithobates","Ranidae","Anura",111,"Semi-aquatic",4300,"Nocturnal",45.5467260338,"Temperate","Aquatic","Ranidae"
"197","Lithobates pipiens",284,"2015 - Buck et al","Pennsylvania, USA","University of Pittsburgh, Pennsylvania, USA","","",2012,"Ex situ",600,"Metamorph","Chemical","Herbicide","Herbicide mix",NA,NA,NA,5,"N","I","Y","Infection matrix",0,NA,0,0,"Prophylactic","40 ppb","",2015,"Other chemical","Rana pipiens","Lithobates","Ranidae","Anura",111,"Semi-aquatic",4300,"Nocturnal",45.5467260338,"Temperate","Aquatic","Ranidae"
"198","Lithobates pipiens",285,"2015 - Buck et al","Pennsylvania, USA","University of Pittsburgh, Pennsylvania, USA","","",2012,"Ex situ",600,"Metamorph","Chemical","Herbicide","Herbicide mix",NA,NA,NA,5,"N","I","Y","Infection matrix",0,NA,0,0,"Prophylactic","4 ppb","",2015,"Other chemical","Rana pipiens","Lithobates","Ranidae","Anura",111,"Semi-aquatic",4300,"Nocturnal",45.5467260338,"Temperate","Aquatic","Ranidae"
"199","Lithobates pipiens",256,"2017 - Jones et al","Pennsylvania, USA","Oregon State University, Oregon, USA","","",2013,"Ex situ",NA,"Juvenile","Chemical","Herbicide","Herbicide mix",NA,NA,NA,14,"N","H","Y","Infection matrix",1,NA,0,1,"Therapeutic","25 μg/L.","This study created a water mixture with: atrazine; acetochlor; glyphosate; 2,4-D. Since no treatment group size was provided and the results were deduced from a figure, this received a 1 for utility. Infection matrix was used. ",2017,"Other chemical","Rana pipiens","Lithobates","Ranidae","Anura",111,"Semi-aquatic",4300,"Nocturnal",45.5467260338,"Temperate","Aquatic","Ranidae"
"200","Lithobates pipiens",257,"2017 - Jones et al","Pennsylvania, USA","Oregon State University, Oregon, USA","","",2013,"Ex situ",NA,"Juvenile","Chemical","Insecticide","Insecticide mix",NA,NA,NA,14,"N","H","Y","Infection matrix",0,NA,0,1,"Therapeutic","25 μg/L.","This study created a water mixture with: carbaryl; chlorpyrifos; endosulfan; permethrin. Since no treatment group size was provided and the results were deduced from a figure, this received a 1 for utility. Infection matrix was used. ",2017,"Other chemical","Rana pipiens","Lithobates","Ranidae","Anura",111,"Semi-aquatic",4300,"Nocturnal",45.5467260338,"Temperate","Aquatic","Ranidae"
"201","Lithobates pipiens",280,"2015 - Buck et al","Pennsylvania, USA","University of Pittsburgh, Pennsylvania, USA","","",2012,"Ex situ",600,"Larvae","Chemical","Herbicide","Herbicide mix",NA,NA,NA,70,"N","H","N","Infection matrix",1,NA,0,0,"Prophylactic","40 ppb","",2015,"Other chemical","Rana pipiens","Lithobates","Ranidae","Anura",111,"Semi-aquatic",4300,"Nocturnal",45.5467260338,"Temperate","Aquatic","Ranidae"
"202","Lithobates sphenocephalus",108,"2014 - Holden et al","USA","Vanderbilt Univeristy, Tennesse, USA","","",2011,"Ex situ",12,"Adult","Chemical","Antibiotic","Chloramphenicol",NA,NA,NA,28,"N","H","Y","Infection matrix",3,NA,0,1,"Therapeutic","200 µg/ml","Experimental design to study to  the effects of continuous exposure rather than the more usual baths, so it was a habitat application. No deaths occurred. The infection matrix ranked this at a a 3, but the calulation (log transformation) was conducted from the zoospore count provided from the figure, which was not able to be accurately deduced.The treatment lasted as long as the observed period because the treatment was continuous. ",2014,"Other chemical","Rana sphenocephala","Lithobates","Ranidae","Anura",127,"Semi-aquatic",4449,"Nocturnal",34.4127790864,"Temperate","Aquatic","Ranidae"
"203","Lithobates sphenocephalus",271,"2015 - Hanlon et al","Meeman Biological Field Station, Tennesse, USA","University of Memphis, Tennesse, USA","","",2011,"Ex situ",60,"Larvae","Population demographic","Density","Low density",NA,NA,NA,85,"N","H","N",NA,NA,NA,0,3,"Therapeutic","15 larvae/tank","There was no negative effects recorded for the Densitytreatments, but there was no reporting on effects of Bd within the confined of our paper. This received a 3 for utility. ",2015,"Population demographic","Rana sphenocephala","Lithobates","Ranidae","Anura",127,"Semi-aquatic",4449,"Nocturnal",34.4127790864,"Temperate","Aquatic","Ranidae"
"204","Lithobates sphenocephalus",56,"2012 - Hanlon, Kirby, Parris","Tennessee, USA","University of Memphis, Tennesse, USA","","",NA,"Ex situ",10,"Larvae","Chemical","Antifungal","Thiophanate-methyl",NA,NA,NA,60,"N","H","N","Prevelance matrix",4,NA,0,2,"Therapeutic","0.6 mg/L","The paper was mostly interested in the relationship between the effects of pesticides and growth of indiviudals through metamorphosis. Despite this, the paper provided some inforamation about the treated indiviudals having tested negative for Bd, but there was no information about the zoospore count from the treated group. There was also no information about the duration of the treatment application. Thus the prevelance matrix was used and received a 4, but utility received a 2. ",2012,"Other chemical","Rana sphenocephala","Lithobates","Ranidae","Anura",127,"Semi-aquatic",4449,"Nocturnal",34.4127790864,"Temperate","Aquatic","Ranidae"
"205","Lithobates sphenocephalus",107,"2014 - Holden et al","USA","Vanderbilt Univeristy, Tennesse, USA","","",2011,"Ex situ",12,"Adult","Chemical","Antifungal","Amphotericin B",NA,NA,NA,28,"N","H","Y","Infection matrix",3,NA,0,1,"Therapeutic","15 µg/ml","Experimental design to study to  the effects of continuous exposure rather than the more usual baths, so it was a habitat application. No deaths occurred. The infection matrix ranked this at a a 3, but the calulation (log transformation) was conducted from the zoospore count provided from the figure, which was not able to be accurately deduced. The treatment lasted as long as the observed period because the treatment was continuous. ",2014,"Other chemical","Rana sphenocephala","Lithobates","Ranidae","Anura",127,"Semi-aquatic",4449,"Nocturnal",34.4127790864,"Temperate","Aquatic","Ranidae"
"206","Lithobates sphenocephalus",269,"2015 - Hanlon et al","Meeman Biological Field Station, Tennesse, USA","University of Memphis, Tennesse, USA","","",2011,"Ex situ",NA,"Larvae","Chemical","Antifungal","Thiophanate-methyl",NA,NA,NA,85,"N","H","Y","Survivability matrix",0,NA,3,0,"Therapeutic","0.60 mg/L","All the test subjects died before the completion of the experiment. While the experiment was due to last until day 85, at approx day 68-70, all TM+ groups died. This was compared to the survival of >95% of the TM- Bd+ groups. The paper stated that due to the mortality, they did not provide any other form of effect reporting, thus we determined success based on survivability. ",2015,"Other chemical","Rana sphenocephala","Lithobates","Ranidae","Anura",127,"Semi-aquatic",4449,"Nocturnal",34.4127790864,"Temperate","Aquatic","Ranidae"
"207","Lithobates sphenocephalus",270,"2015 - Hanlon et al","Meeman Biological Field Station, Tennesse, USA","University of Memphis, Tennesse, USA","","",2011,"Ex situ",120,"Larvae","Population demographic","Density","High density",NA,NA,NA,85,"N","H","N",NA,NA,NA,0,3,"Therapeutic","30 larvae/tank","There was no negative effects recorded for the Densitytreatments, but there was no reporting on effects of Bd within the confined of our paper. This received a 3 for utility. ",2015,"Population demographic","Rana sphenocephala","Lithobates","Ranidae","Anura",127,"Semi-aquatic",4449,"Nocturnal",34.4127790864,"Temperate","Aquatic","Ranidae"
"208","Lithobates sphenocephalus",267,"2015 - Hanlon et al","Meeman Biological Field Station, Tennesse, USA","University of Memphis, Tennesse, USA","","",2011,"Ex situ",60,"Larvae","Chemical","Antifungal","Thiophanate-methyl","Population demographic","Density","Low density",85,"N","H","Y","Survivability matrix",0,NA,3,0,"Therapeutic","0.60 mg/L and 15 larvae/tank","All the test subjects died before the completion of the experiment. While the experiment was due to last until day 85, at approx day 68-70, all TM+ groups died. This was compared to the survival of >95% of the TM- Bd+ groups. The paper stated that due to the mortality, they did not provide any other form of effect reporting, thus we determined success based on survivability. ",2015,"Other chemical","Rana sphenocephala","Lithobates","Ranidae","Anura",127,"Semi-aquatic",4449,"Nocturnal",34.4127790864,"Temperate","Aquatic","Ranidae"
